timestamp,angle,torque,speed
1479426202241133035,0.00523598771542,-0.125,25.6222229004
1479426202261129893,0.00523598771542,-0.125,25.6277770996
1479426202281207619,0.00523598771542,-0.125,25.6333332062
1479426202301200295,0.00523598771542,-0.125,25.644443512
1479426202321427300,0.00523598771542,-0.0625,25.6555557251
1479426202341296696,0.00523598771542,-0.125,25.6638889313
1479426202361312174,0.00523598771542,-0.1875,25.6638889313
1479426202381591980,0.00349065847695,-0.25,25.6749992371
1479426202401627816,0.00174532923847,-0.25,25.6833324432
1479426202421681862,0.00174532923847,-0.25,25.6861114502
1479426202441451117,0.00174532923847,-0.1875,25.6888885498
1479426202461608254,0.00174532923847,-0.1875,25.6944446564
1479426202481558105,0.00174532923847,-0.25,25.7000007629
1479426202501681799,0.00174532923847,-0.25,25.7027778625
1479426202521600651,0.00174532923847,-0.25,25.7027778625
1479426202541730153,0.00174532923847,-0.25,25.7055549622
1479426202561636346,0.0,-0.25,25.7166671753
1479426202581680096,0.0,-0.3125,25.7166671753
1479426202601734865,0.0,-0.375,25.7194442749
1479426202621765689,-0.00174532923847,-0.375,25.730556488
1479426202641927391,-0.00349065847695,-0.4375,25.7388896942
1479426202661833132,-0.00523598771542,-0.4375,25.7444438934
1479426202681858912,-0.00523598771542,-0.4375,25.75
1479426202701904033,-0.0069813169539,-0.375,25.7583332062
1479426202721936316,-0.0069813169539,-0.375,25.7666664124
1479426202742186393,-0.0069813169539,-0.3125,25.7666664124
1479426202762007381,-0.0069813169539,-0.25,25.7666664124
1479426202782005886,-0.00872664619237,-0.3125,25.769443512
1479426202802068289,-0.00872664619237,-0.25,25.7722225189
1479426202822108433,-0.00872664619237,-0.3125,25.769443512
1479426202842204712,-0.00872664619237,-0.3125,25.7666664124
1479426202862179944,-0.00872664619237,-0.4375,25.7722225189
1479426202882194979,-0.0104719754308,-0.4375,25.7777786255
1479426202902687115,-0.0104719754308,-0.4375,25.7805557251
1479426202922260566,-0.0104719754308,-0.375,25.7805557251
1479426202942355626,-0.0104719754308,-0.4375,25.7861118317
1479426202962421034,-0.0104719754308,-0.375,25.7944450378
1479426202982330520,-0.0122173046693,-0.3125,25.7999992371
1479426203002402669,-0.0122173046693,-0.25,25.8055553436
1479426203022447248,-0.0122173046693,-0.25,25.8111114502
1479426203042596437,-0.0122173046693,-0.125,25.8194446564
1479426203062472635,-0.0122173046693,-0.0625,25.822221756
1479426203082566255,-0.0104719754308,0.0,25.822221756
1479426203102563756,-0.0104719754308,0.0,25.8250007629
1479426203122610545,-0.0104719754308,0.125,25.8277778625
1479426203142637602,-0.0104719754308,0.0625,25.8250007629
1479426203162678047,-0.0104719754308,0.1875,25.8194446564
1479426203182935551,-0.0104719754308,0.0625,25.8194446564
1479426203202733517,-0.00872664619237,0.1875,25.8194446564
1479426203222774358,-0.00872664619237,0.125,25.8138885498
1479426203242808724,-0.00872664619237,0.25,25.8083324432
1479426203262831837,-0.0069813169539,0.1875,25.8055553436
1479426203282853552,-0.0069813169539,0.25,25.8083324432
1479426203302902662,-0.00523598771542,0.25,25.8055553436
1479426203322935244,-0.00349065847695,0.3125,25.802778244
1479426203343180434,-0.00349065847695,0.125,25.802778244
1479426203363011678,-0.00174532923847,0.25,25.8083324432
1479426203383059350,-0.00174532923847,0.1875,25.8083324432
1479426203403246156,-0.00174532923847,0.25,25.8055553436
1479426203423213621,-0.00174532923847,0.0625,25.802778244
1479426203443165821,-0.00174532923847,0.1875,25.802778244
1479426203463328644,-0.00174532923847,0.125,25.802778244
1479426203483316061,-0.00174532923847,0.1875,25.7999992371
1479426203503382566,-0.00174532923847,0.0625,25.7972221375
1479426203523301625,-0.00174532923847,0.0625,25.7999992371
1479426203543328416,-0.00174532923847,0.0625,25.7999992371
1479426203563343786,-0.00174532923847,0.0625,25.7999992371
1479426203583375143,-0.00174532923847,0.0625,25.802778244
1479426203603415340,-0.00174532923847,0.0625,25.802778244
1479426203623412278,-0.00174532923847,0.1875,25.7944450378
1479426203643471034,0.0,0.25,25.7888889313
1479426203663580185,0.0,0.25,25.7888889313
1479426203683600444,0.0,0.3125,25.7916660309
1479426203703581938,0.00174532923847,0.3125,25.7916660309
1479426203723624642,0.00174532923847,0.3125,25.7888889313
1479426203743676806,0.00174532923847,0.1875,25.7916660309
1479426203763684600,0.00174532923847,0.25,25.7944450378
1479426203783745474,0.00174532923847,0.3125,25.7916660309
1479426203803721333,0.00349065847695,0.25,25.7888889313
1479426203823768380,0.00349065847695,0.125,25.7861118317
1479426203843817575,0.00349065847695,0.1875,25.7861118317
1479426203863854834,0.00349065847695,0.1875,25.7861118317
1479426203883871868,0.00349065847695,0.125,25.7805557251
1479426203903908289,0.00174532923847,0.0625,25.7777786255
1479426203923976108,0.00174532923847,0.0625,25.7777786255
1479426203943971958,0.00174532923847,0.0,25.7805557251
1479426203964027082,0.00174532923847,0.0,25.7777786255
1479426203984044278,0.00174532923847,0.0625,25.7777786255
1479426204004092789,0.00174532923847,0.0625,25.7833328247
1479426204024132827,0.00174532923847,0.0625,25.7833328247
1479426204044142086,0.00174532923847,0.125,25.7833328247
1479426204064164926,0.00174532923847,0.0625,25.7833328247
1479426204084206244,0.00174532923847,0.0625,25.7833328247
1479426204104246904,0.00174532923847,0.125,25.7805557251
1479426204124435992,0.00174532923847,0.0625,25.7749996185
1479426204144306872,0.00174532923847,0.0,25.769443512
1479426204164353526,0.00174532923847,0.0,25.7666664124
1479426204184383868,0.00174532923847,0.0,25.7666664124
1479426204204434810,0.00174532923847,-0.125,25.7638893127
1479426204224477474,0.00174532923847,-0.125,25.7611103058
1479426204244732098,0.00174532923847,-0.1875,25.7638893127
1479426204264559529,0.00174532923847,-0.25,25.7638893127
1479426204284595847,0.00174532923847,-0.25,25.7611103058
1479426204304591810,0.0,-0.1875,25.7583332062
1479426204324630048,0.0,0.0,25.7611103058
1479426204344669009,0.0,0.0,25.7611103058
1479426204364668471,0.0,-0.0625,25.7555561066
1479426204384720768,0.0,-0.125,25.75
1479426204404771408,0.0,-0.25,25.7527770996
1479426204424799501,0.0,-0.3125,25.7527770996
1479426204444806198,0.0,-0.375,25.7472229004
1479426204464852432,-0.00174532923847,-0.375,25.7416667938
1479426204484899273,-0.00349065847695,-0.375,25.7416667938
1479426204504944254,-0.00523598771542,-0.5,25.7416667938
1479426204524951848,-0.0069813169539,-0.5,25.7361106873
1479426204544996398,-0.00872664619237,-0.4375,25.7333335876
1479426204565033518,-0.0104719754308,-0.5,25.7333335876
1479426204585054322,-0.0104719754308,-0.4375,25.7333335876
1479426204605077590,-0.0104719754308,-0.4375,25.7277774811
1479426204625111516,-0.0122173046693,-0.375,25.7250003815
1479426204645134052,-0.0122173046693,-0.4375,25.7250003815
1479426204665169307,-0.0122173046693,-0.375,25.7250003815
1479426204685238659,-0.0139626339078,-0.3125,25.7222213745
1479426204705258160,-0.0139626339078,-0.25,25.7166671753
1479426204725281498,-0.0139626339078,-0.3125,25.7166671753
1479426204745350262,-0.0139626339078,-0.25,25.7166671753
1479426204765345732,-0.0139626339078,-0.1875,25.7138881683
1479426204785551248,-0.0139626339078,-0.1875,25.7055549622
1479426204805432691,-0.0139626339078,-0.1875,25.7055549622
1479426204825462988,-0.0139626339078,-0.0625,25.7083339691
1479426204845475223,-0.0139626339078,-0.125,25.7055549622
1479426204865565719,-0.0139626339078,-0.3125,25.7027778625
1479426204885553486,-0.0157079640776,-0.625,25.7027778625
1479426204905610874,-0.0174532923847,-0.6875,25.7055549622
1479426204925630263,-0.0226892810315,-0.75,25.7055549622
1479426204945669522,-0.0279252678156,-0.6875,25.7000007629
1479426204965681795,-0.0331612564623,-0.8125,25.7000007629
1479426204985711504,-0.0383972451091,-0.875,25.7027778625
1479426205005756120,-0.0436332300305,-0.9375,25.7000007629
1479426205025806255,-0.0488692186773,-0.875,25.6944446564
1479426205045822836,-0.054105207324,-1.0,25.6916675568
1479426205065846611,-0.0610865242779,-0.9375,25.6916675568
1479426205085882061,-0.0645771846175,-1.0625,25.6916675568
1479426205105930977,-0.069813169539,-0.9375,25.6888885498
1479426205125943103,-0.0733038261533,-1.0,25.6888885498
1479426205145985432,-0.0767944902182,-0.9375,25.6944446564
1479426205166038620,-0.0767944902182,-0.875,25.6944446564
1479426205186053829,-0.0767944902182,-0.6875,25.6916675568
1479426205206078339,-0.0767944902182,-0.6875,25.6944446564
1479426205226114358,-0.0767944902182,-0.4375,25.7000007629
1479426205246214483,-0.0750491544604,-0.4375,25.7000007629
1479426205266269244,-0.0715584978461,-0.375,25.697221756
1479426205286290482,-0.0715584978461,-0.5,25.697221756
1479426205306300124,-0.0715584978461,-0.4375,25.7000007629
1479426205326293276,-0.0715584978461,-0.5625,25.7027778625
1479426205346336489,-0.0715584978461,-0.625,25.7000007629
1479426205366394131,-0.0715584978461,-0.6875,25.697221756
1479426205386398720,-0.0715584978461,-0.6875,25.697221756
1479426205406430252,-0.0715584978461,-0.6875,25.697221756
1479426205426560830,-0.0715584978461,-0.625,25.6916675568
1479426205446548681,-0.0715584978461,-0.6875,25.6944446564
1479426205466553732,-0.0715584978461,-0.625,25.7055549622
1479426205486609359,-0.0715584978461,-0.625,25.7111110687
1479426205506623181,-0.0715584978461,-0.5625,25.7083339691
1479426205526667315,-0.0715584978461,-0.625,25.7111110687
1479426205546681964,-0.0715584978461,-0.5625,25.7166671753
1479426205566726091,-0.0715584978461,-0.625,25.7166671753
1479426205586763013,-0.0715584978461,-0.6875,25.7111110687
1479426205606802294,-0.0715584978461,-0.75,25.7111110687
1479426205626809547,-0.0715584978461,-0.875,25.7138881683
1479426205646848445,-0.0715584978461,-1.0,25.7138881683
1479426205666867685,-0.0750491544604,-1.0,25.7111110687
1479426205686898255,-0.0767944902182,-1.0625,25.7138881683
1479426205706923752,-0.0820304751396,-1.0,25.7194442749
1479426205726966151,-0.0855211317539,-1.125,25.7250003815
1479426205746989095,-0.0872664600611,-1.125,25.7222213745
1479426205767056807,-0.0890117883682,-1.125,25.7222213745
1479426205787097200,-0.090757124126,-1.0625,25.7277774811
1479426205807122052,-0.090757124126,-0.9375,25.730556488
1479426205827134796,-0.090757124126,-0.875,25.7277774811
1479426205847169674,-0.090757124126,-0.8125,25.7250003815
1479426205867215593,-0.090757124126,-0.8125,25.730556488
1479426205887262376,-0.0890117883682,-0.875,25.7361106873
1479426205907282230,-0.0890117883682,-0.9375,25.7361106873
1479426205927300192,-0.090757124126,-1.0625,25.7361106873
1479426205947444705,-0.090757124126,-1.125,25.7388896942
1479426205967372432,-0.090757124126,-1.1875,25.7416667938
1479426205987417776,-0.0925024524331,-1.25,25.7361106873
1479426206007444291,-0.0959931090474,-1.1875,25.7361106873
1479426206027552062,-0.0977384373546,-1.125,25.7388896942
1479426206047564701,-0.101229093969,-1.1875,25.7388896942
1479426206067563727,-0.102974422276,-1.1875,25.7333335876
1479426206087593986,-0.104719758034,-1.25,25.730556488
1479426206107647614,-0.106465086341,-1.1875,25.730556488
1479426206127668569,-0.106465086341,-1.125,25.7333335876
1479426206147669043,-0.108210414648,-1.1875,25.730556488
1479426206167737386,-0.108210414648,-1.125,25.7277774811
1479426206187764102,-0.108210414648,-1.1875,25.7333335876
1479426206207802351,-0.108210414648,-1.0625,25.7361106873
1479426206227806867,-0.108210414648,-1.0,25.7361106873
1479426206247843494,-0.108210414648,-0.875,25.7333335876
1479426206267884742,-0.106465086341,-0.9375,25.7361106873
1479426206287945202,-0.106465086341,-0.8125,25.7361106873
1479426206307989491,-0.106465086341,-0.875,25.730556488
1479426206328009182,-0.106465086341,-0.8125,25.7250003815
1479426206348020583,-0.106465086341,-0.75,25.730556488
1479426206368075874,-0.104719758034,-0.75,25.7277774811
1479426206388097061,-0.104719758034,-0.6875,25.7194442749
1479426206408120556,-0.102974422276,-0.625,25.7166671753
1479426206428169702,-0.101229093969,-0.625,25.7222213745
1479426206448212371,-0.101229093969,-0.5625,25.7277774811
1479426206468211644,-0.0977384373546,-0.5625,25.7250003815
1479426206488257103,-0.0959931090474,-0.4375,25.7194442749
1479426206508294265,-0.0925024524331,-0.5625,25.7277774811
1479426206528348179,-0.090757124126,-0.5625,25.7333335876
1479426206548346545,-0.0872664600611,-0.5625,25.730556488
1479426206568394293,-0.0855211317539,-0.4375,25.7277774811
1479426206588445341,-0.0837758034468,-0.5625,25.7333335876
1479426206608479152,-0.0837758034468,-0.5,25.7388896942
1479426206628547589,-0.0820304751396,-0.5,25.7388896942
1479426206648594293,-0.0820304751396,-0.375,25.7361106873
1479426206668587326,-0.0820304751396,-0.5,25.7416667938
1479426206688648133,-0.0820304751396,-0.4375,25.7444438934
1479426206708694604,-0.0802851468325,-0.4375,25.7416667938
1479426206728710849,-0.0785398185253,-0.3125,25.7361106873
1479426206748724936,-0.0785398185253,-0.375,25.7361106873
1479426206768755421,-0.0767944902182,-0.3125,25.7388896942
1479426206788763479,-0.0750491544604,-0.3125,25.7388896942
1479426206808794109,-0.0750491544604,-0.25,25.7361106873
1479426206828918237,-0.0715584978461,-0.3125,25.7361106873
1479426206848852215,-0.0715584978461,-0.3125,25.7388896942
1479426206868944532,-0.0715584978461,-0.3125,25.7361106873
1479426206888946004,-0.069813169539,-0.3125,25.7361106873
1479426206909002500,-0.069813169539,-0.5,25.7388896942
1479426206929131518,-0.0715584978461,-0.5625,25.7416667938
1479426206949037493,-0.069813169539,-0.5625,25.7416667938
1479426206969051971,-0.0715584978461,-0.5,25.7388896942
1479426206989102125,-0.0715584978461,-0.625,25.7416667938
1479426207009138815,-0.0715584978461,-0.625,25.7444438934
1479426207029361426,-0.0715584978461,-0.625,25.7444438934
1479426207049221863,-0.0715584978461,-0.5625,25.7388896942
1479426207069258599,-0.0715584978461,-0.6875,25.7388896942
1479426207089272267,-0.0715584978461,-0.625,25.7388896942
1479426207109328322,-0.0715584978461,-0.5625,25.7361106873
1479426207129554955,-0.0715584978461,-0.4375,25.7333335876
1479426207149365924,-0.0715584978461,-0.625,25.7333335876
1479426207169444327,-0.0715584978461,-0.625,25.7388896942
1479426207189454686,-0.0715584978461,-0.5625,25.7388896942
1479426207209566016,-0.0715584978461,-0.5625,25.7388896942
1479426207229549549,-0.0715584978461,-0.625,25.7388896942
1479426207249551390,-0.0715584978461,-0.625,25.7444438934
1479426207269586574,-0.0715584978461,-0.6875,25.7444438934
1479426207289632346,-0.0715584978461,-0.6875,25.7416667938
1479426207309633031,-0.0715584978461,-0.875,25.7416667938
1479426207329669491,-0.0733038261533,-0.875,25.7416667938
1479426207349712256,-0.0750491544604,-0.875,25.7416667938
1479426207369772224,-0.0767944902182,-0.875,25.7361106873
1479426207389808908,-0.0785398185253,-1.0,25.7333335876
1479426207409806259,-0.0837758034468,-1.0,25.7333335876
1479426207429845310,-0.0855211317539,-1.0625,25.730556488
1479426207449897353,-0.0890117883682,-1.0625,25.7222213745
1479426207469920618,-0.0925024524331,-1.1875,25.7194442749
1479426207489964635,-0.0959931090474,-1.0625,25.7222213745
1479426207510031633,-0.0977384373546,-1.0625,25.7222213745
1479426207530010636,-0.0977384373546,-1.0625,25.7166671753
1479426207550075440,-0.0994837656617,-1.0625,25.7138881683
1479426207570086788,-0.0994837656617,-1.125,25.7166671753
1479426207590119081,-0.0994837656617,-1.125,25.7166671753
1479426207610131494,-0.101229093969,-1.0625,25.7138881683
1479426207630194546,-0.101229093969,-1.125,25.7111110687
1479426207650217764,-0.101229093969,-1.1875,25.7083339691
1479426207670243427,-0.104719758034,-1.1875,25.7083339691
1479426207690293730,-0.106465086341,-1.1875,25.7055549622
1479426207710317612,-0.108210414648,-1.25,25.7027778625
1479426207730362803,-0.111701071262,-1.25,25.7027778625
1479426207750393758,-0.115191727877,-1.1875,25.7000007629
1479426207770418106,-0.118682391942,-1.375,25.6944446564
1479426207790442381,-0.122173048556,-1.3125,25.6888885498
1479426207810597103,-0.127409040928,-1.3125,25.6888885498
1479426207830550911,-0.132645025849,-1.375,25.6888885498
1479426207850836207,-0.136135682464,-1.3125,25.6833324432
1479426207870837882,-0.139626339078,-1.3125,25.6805553436
1479426207890813314,-0.139626339078,-1.3125,25.6805553436
1479426207910674642,-0.141371667385,-1.25,25.6805553436
1479426207930716893,-0.141371667385,-1.1875,25.6805553436
1479426207950984835,-0.141371667385,-1.0,25.6722221375
1479426207970755652,-0.139626339078,-1.0,25.6694450378
1479426207990806798,-0.139626339078,-0.9375,25.6694450378
1479426208010863479,-0.137881010771,-0.9375,25.6611118317
1479426208030848791,-0.136135682464,-0.8125,25.6527786255
1479426208051087102,-0.134390354156,-0.875,25.6499996185
1479426208071119752,-0.134390354156,-0.875,25.6472225189
1479426208091114874,-0.132645025849,-0.875,25.6472225189
1479426208111166023,-0.132645025849,-0.875,25.6416664124
1479426208131121405,-0.132645025849,-0.875,25.6416664124
1479426208151198918,-0.132645025849,-0.75,25.644443512
1479426208171196747,-0.130899697542,-0.6875,25.644443512
1479426208191127387,-0.127409040928,-0.5625,25.6361103058
1479426208211179541,-0.125663712621,-0.625,25.6333332062
1479426208231330896,-0.120427720249,-0.5625,25.6361103058
1479426208251243935,-0.111701071262,-0.5625,25.6305561066
1479426208271558240,-0.101229093969,-0.375,25.6277770996
1479426208291327103,-0.0942477807403,-0.5,25.6194438934
1479426208311344134,-0.0855211317539,-0.4375,25.6166667938
1479426208331410108,-0.0767944902182,-0.5625,25.6194438934
1479426208351596197,-0.0715584978461,-0.5,25.6111106873
1479426208371566661,-0.0680678412318,-0.6875,25.6083335876
1479426208391564339,-0.069813169539,-0.8125,25.6083335876
1479426208411632340,-0.069813169539,-0.9375,25.6083335876
1479426208431555538,-0.0733038261533,-0.9375,25.6027774811
1479426208451694725,-0.0785398185253,-1.0625,25.6000003815
1479426208471670974,-0.0837758034468,-1.0,25.6000003815
1479426208491795308,-0.0855211317539,-1.0625,25.6000003815
1479426208511784612,-0.0872664600611,-1.0,25.5972213745
1479426208531952758,-0.0890117883682,-0.9375,25.5916671753
1479426208551760487,-0.0890117883682,-0.875,25.5916671753
1479426208571950896,-0.0890117883682,-0.75,25.5916671753
1479426208592021864,-0.0890117883682,-0.5625,25.5861110687
1479426208611866622,-0.0872664600611,-0.625,25.5805549622
1479426208631902500,-0.0855211317539,-0.5625,25.5805549622
1479426208651943874,-0.0837758034468,-0.5,25.5777778625
1479426208671963169,-0.0837758034468,-0.4375,25.572221756
1479426208691986700,-0.0837758034468,-0.5,25.572221756
1479426208712007118,-0.0820304751396,-0.375,25.5750007629
1479426208732034666,-0.0802851468325,-0.375,25.572221756
1479426208752116639,-0.0785398185253,-0.3125,25.5666675568
1479426208772097336,-0.0767944902182,-0.3125,25.5638885498
1479426208792151477,-0.0767944902182,-0.3125,25.5638885498
1479426208812198793,-0.0733038261533,-0.1875,25.5638885498
1479426208832214774,-0.0715584978461,-0.125,25.5611114502
1479426208852259128,-0.0680678412318,-0.1875,25.5583324432
1479426208872301293,-0.0645771846175,-0.125,25.5583324432
1479426208892330408,-0.0628318563104,-0.1875,25.5583324432
1479426208912371846,-0.0593411959708,-0.1875,25.5555553436
1479426208932370775,-0.0575958639383,-0.1875,25.552778244
1479426208952419779,-0.0558505356312,-0.125,25.552778244
1479426208972442887,-0.054105207324,-0.0625,25.552778244
1479426208992571828,-0.0523598790169,-0.125,25.552778244
1479426209012550050,-0.0523598790169,-0.125,25.5555553436
1479426209032581052,-0.0523598790169,-0.1875,25.5583324432
1479426209052652127,-0.0523598790169,-0.1875,25.5583324432
1479426209072622613,-0.0523598790169,-0.1875,25.5555553436
1479426209092678540,-0.0523598790169,-0.125,25.552778244
1479426209112697533,-0.0523598790169,-0.1875,25.552778244
1479426209132714441,-0.0523598790169,-0.1875,25.552778244
1479426209152762305,-0.0523598790169,-0.1875,25.5499992371
1479426209172798980,-0.0523598790169,-0.125,25.5472221375
1479426209192847568,-0.0523598790169,-0.125,25.5472221375
1479426209212900920,-0.0523598790169,-0.25,25.5472221375
1479426209232910198,-0.0523598790169,-0.3125,25.5416660309
1479426209253076023,-0.0523598790169,-0.3125,25.5444450378
1479426209272974397,-0.0523598790169,-0.4375,25.5472221375
1479426209292994557,-0.0523598790169,-0.375,25.5499992371
1479426209313258327,-0.0523598790169,-0.25,25.5472221375
1479426209333074982,-0.0523598790169,-0.125,25.5444450378
1479426209353255069,-0.0523598790169,-0.125,25.5416660309
1479426209373282287,-0.0506145469844,0.0,25.5444450378
1479426209393294045,-0.0506145469844,0.125,25.5416660309
1479426209413228452,-0.0488692186773,0.1875,25.5361118317
1479426209433217618,-0.0471238903701,0.1875,25.5388889313
1479426209453303770,-0.045378562063,0.1875,25.5444450378
1479426209473302733,-0.0436332300305,0.1875,25.5416660309
1479426209493359284,-0.0418879017234,0.1875,25.5388889313
1479426209513363558,-0.0418879017234,0.1875,25.5416660309
1479426209533704822,-0.0418879017234,0.125,25.5472221375
1479426209553427810,-0.0418879017234,0.0,25.5416660309
1479426209573564123,-0.0418879017234,-0.0625,25.5361118317
1479426209593552396,-0.0418879017234,-0.25,25.5333328247
1479426209613551764,-0.0418879017234,-0.3125,25.5333328247
1479426209633594860,-0.0418879017234,-0.375,25.5305557251
1479426209653612453,-0.0436332300305,-0.375,25.5249996185
1479426209673656394,-0.045378562063,-0.5,25.5249996185
1479426209693677781,-0.045378562063,-0.5,25.5305557251
1479426209713692647,-0.045378562063,-0.5,25.5277786255
1479426209733725202,-0.0471238903701,-0.5,25.5249996185
1479426209753773886,-0.0471238903701,-0.625,25.5249996185
1479426209773821653,-0.0488692186773,-0.6875,25.5305557251
1479426209793842233,-0.0506145469844,-0.6875,25.5277786255
1479426209814013346,-0.054105207324,-0.6875,25.5166664124
1479426209833919810,-0.0575958639383,-0.8125,25.5166664124
1479426209854042463,-0.0628318563104,-0.875,25.5166664124
1479426209874048145,-0.0663225129247,-0.875,25.5138893127
1479426209894046382,-0.069813169539,-0.875,25.5111103058
1479426209914207581,-0.0750491544604,-0.9375,25.5055561066
1479426209934079349,-0.0785398185253,-0.9375,25.5083332062
1479426209954275577,-0.0802851468325,-1.0,25.5111103058
1479426209974178522,-0.0837758034468,-1.0,25.5083332062
1479426209994174495,-0.0855211317539,-1.0625,25.5055561066
1479426210014261019,-0.0890117883682,-1.0625,25.5083332062
1479426210034275650,-0.0890117883682,-1.0625,25.5083332062
1479426210054315905,-0.090757124126,-1.1875,25.4972229004
1479426210074567695,-0.0925024524331,-1.125,25.4888896942
1479426210094565520,-0.0959931090474,-1.125,25.4888896942
1479426210114375010,-0.0959931090474,-1.125,25.480556488
1479426210134456139,-0.0977384373546,-1.125,25.4777774811
1479426210154459359,-0.0994837656617,-1.1875,25.4722213745
1479426210174676747,-0.101229093969,-1.1875,25.4722213745
1479426210194565220,-0.102974422276,-1.1875,25.4722213745
1479426210214559310,-0.104719758034,-1.25,25.4638881683
1479426210234742005,-0.106465086341,-1.1875,25.4611110687
1479426210254640133,-0.109955742955,-1.25,25.4583339691
1479426210274728099,-0.11344639957,-1.25,25.4583339691
1479426210294671993,-0.115191727877,-1.3125,25.4527778625
1479426210314728538,-0.118682391942,-1.25,25.4388885498
1479426210335049803,-0.122173048556,-1.25,25.4388885498
1479426210354963807,-0.123918376863,-1.3125,25.4333324432
1479426210374802938,-0.125663712621,-1.3125,25.4249992371
1479426210394866962,-0.127409040928,-1.25,25.4222221375
1479426210414924272,-0.127409040928,-1.25,25.4249992371
1479426210434988593,-0.127409040928,-1.0625,25.4249992371
1479426210455113982,-0.125663712621,-0.9375,25.4138889313
1479426210475007343,-0.125663712621,-0.6875,25.4055557251
1479426210495050959,-0.122173048556,-0.75,25.4055557251
1479426210515280292,-0.118682391942,-0.75,25.3999996185
1479426210535098990,-0.11344639957,-0.6875,25.3916664124
1479426210555157193,-0.109955742955,-0.625,25.3833332062
1479426210575157597,-0.106465086341,-0.6875,25.3805561066
1479426210595213279,-0.104719758034,-0.6875,25.3805561066
1479426210615396006,-0.101229093969,-0.6875,25.3722229004
1479426210635247109,-0.101229093969,-0.625,25.3666667938
1479426210655302397,-0.101229093969,-0.8125,25.3666667938
1479426210675320278,-0.101229093969,-0.875,25.3638896942
1479426210695443396,-0.101229093969,-0.9375,25.3611106873
1479426210715384849,-0.101229093969,-0.875,25.3527774811
1479426210735628766,-0.101229093969,-0.9375,25.3472213745
1479426210755448756,-0.101229093969,-1.0,25.3444442749
1479426210775566966,-0.101229093969,-0.9375,25.3388881683
1479426210795721291,-0.101229093969,-0.8125,25.3361110687
1479426210815587429,-0.101229093969,-0.6875,25.3333339691
1479426210835587994,-0.101229093969,-0.625,25.3333339691
1479426210855630186,-0.0994837656617,-0.625,25.3305549622
1479426210875676279,-0.0994837656617,-0.6875,25.322221756
1479426210895712693,-0.0977384373546,-0.6875,25.3166675568
1479426210915720586,-0.0977384373546,-0.6875,25.3138885498
1479426210935762486,-0.0977384373546,-0.6875,25.3111114502
